,Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Overdue,Answered,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,SLA DUE DATE,Breached SLA,
215,111606,2/10/21 10:53,OpenVPN error,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/26/21 17:25,2/10/21 22:53,0,1,Raya Musk,AWS Team,7,2,PROD,PRODUCTION,New Ticket,17/02/2021 00:00,NO,
216,111610,2/15/21 13:47,Slow performance of SAP/SAP too long to load,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/24/21 17:38,2/16/21 1:47,0,1,Jared Smith,SAP Support Team,5,1,PROD,PRODUCTION,New Ticket,22/02/2021 00:00,NO,
217,111612,2/15/21 13:53,Cashier officer can't use search in SAP (UPCEB),Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/24/21 17:37,2/16/21 1:53,0,1,Jared Smith,SAP Support Team,5,1,PROD,PRODUCTION,New Ticket,22/02/2021 00:00,NO,
219,111614,2/15/21 14:02,Error appeared Maintain Schedule of Classes module,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/24/21 17:28,2/16/21 2:02,0,1,Jared Smith,SAP Support Team,5,1,PROD,PRODUCTION,New Ticket,22/02/2021 00:00,NO,
220,111604,2/3/21 14:11,Received email notifs on 01-FEB-2021,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/23/21 17:47,2/4/21 2:11,0,1,Jared Smith,JDE Support Team,9,1,NON-PROD,TEST,New Ticket,10/02/2021 00:00,NO,
221,111605,2/8/21 16:34,Revising the Contact Information,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/22/21 17:35,2/9/21 4:34,0,1,Jared Smith,SAP Support Team,19,2,PROD,PRODUCTION,New Ticket,15/02/2021 00:00,NO,
223,111607,2/12/21 19:25,Person Analyzer,Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/19/21 16:49,2/13/21 7:25,0,1,Jared Smith,JDE Support Team,8,3,NON-PROD,TEST,Close Ticket,No SLA for Request,YES,
224,111620,2/19/21 15:07,Closing Payables Accounting Period Issue,Kimberly Jones,kjones@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,2/19/21 15:07,8/21/23 3:07,0,1,Raya Musk,JDE Support Team,2,0,NON-PROD,TEST,New Ticket,26/02/2021 00:00,NO,
225,111616,2/15/21 15:57,Request for VPN Account,Cheena Carols,cheena.carols@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/19/21 14:12,2/16/21 3:57,0,1,Jared Smith,AWS Team,5,0,PROD,PRODUCTION,Close Ticket,No SLA for Request,YES,
226,111618,2/15/21 17:07,Integration Broker Issue (TEST),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,2/15/21 17:07,8/17/23 5:07,0,1,Raya Musk,SAP Support Team,2,1,NON-PROD,TEST,New Ticket,22/02/2021 00:00,NO,
227,111593,1/19/21 23:31,Change Password ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/11/21 17:04,1/20/21 11:31,0,1,Jared Smith,SAP Support Team,14,1,PROD,PRODUCTION,Close Ticket,26/01/2021 00:00,NO,
228,111600,1/28/21 16:57,Contact Details Update (Landing Page),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/5/21 17:41,1/29/21 4:57,0,1,Jared Smith,SAP Support Team,9,2,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
229,111546,11/8/20 20:24,Demo Units for Pullout,Paul Smith,paul.smith@mailinator.com,Normal,Internal Technical Department,Request,Email,Closed,2/5/21 17:02,11/9/20 8:24,0,1,Jared Smith,Network Team,5,0,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
230,111562,11/23/20 9:33,license is not yet activated / reflected in fortic,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Request,Phone,Closed,2/5/21 17:00,11/23/20 21:33,0,1,Jared Smith,Network Team,6,1,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
231,111518,10/5/20 14:56,Error on My ReqJDEition Table,Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/2/21 17:01,10/6/20 2:56,0,1,Jared Smith,JDE Support Team,64,3,NON-PROD,TEST,Close Ticket,12/10/2020 00:00,NO,
232,111603,1/29/21 11:37,Error on ODSM.,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,1/29/21 11:37,2/3/21 11:37,1,1,Raya Musk,SAP Support Team,2,1,PROD,PRODUCTION,New Ticket,05/02/2021 00:00,NO,
233,111582,12/18/20 14:21,Error upon sending notification.,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/25/21 18:06,12/19/20 2:21,0,1,Jared Smith,SAP Support Team,10,2,PROD,PRODUCTION,New Ticket,25/12/2020 00:00,NO,
234,111557,11/18/20 20:22,Deletion of NID data in Add/Update a Person Module,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/25/21 17:57,11/19/20 8:22,0,1,Jared Smith,SAP Support Team,15,1,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
235,111598,1/25/21 17:07,Personalization on Shopping Cart buttons,Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Open,1/25/21 17:07,7/27/23 5:07,0,1,Raya Musk,JDE Support Team,2,2,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
236,111592,1/15/21 7:37,New VPN account,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,1/22/21 16:02,1/15/21 19:37,0,1,Jared Smith,Help Desk Team,5,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
237,111595,1/22/21 10:14,ISO copying problem,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,1/22/21 10:14,1/22/21 22:14,1,1,Raya Musk,Help Desk Team,3,0,NON-PROD,DEVELOPMENT,New Ticket,29/01/2021 00:00,NO,
238,111594,1/21/21 8:49,Laptop has been experiencing more crashes,Willard Smith,willard.smith@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,1/21/21 8:49,1/21/21 20:49,1,1,Raya Musk,Network Team,2,0,NON-PROD,TEST,New Ticket,28/01/2021 00:00,NO,
239,111558,11/18/20 20:59,ITDC Servers not accessible,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/15/21 16:42,11/19/20 8:59,0,1,Jared Smith,SAP Support Team,8,2,NON-PROD,DEVELOPMENT,New Ticket,No SLA for Request,YES,
240,111561,11/20/20 16:01,Windows Error,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,1/8/21 17:06,11/21/20 4:01,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,27/11/2020 00:00,NO,
241,111585,12/23/20 13:47,OPEN VPN ACCOUNT LOCKED,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/5/21 17:07,12/24/20 1:47,0,1,Jared Smith,AWS Team,11,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA for Request,YES,
242,111584,12/22/20 15:05,Request to update the Privacy Policy Link ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/5/21 16:27,12/23/20 3:05,0,1,Jared Smith,SAP Support Team,5,0,PROD,PRODUCTION,Close Ticket,No SLA for Request,YES,
243,111580,12/14/20 18:52,[ODSM] cannot extract LDIF file,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/22/20 17:13,12/15/20 6:52,0,1,Jared Smith,SAP Support Team,5,2,PROD,PRODUCTION,Open ,21/12/2020 00:00,NO,
244,111568,12/1/20 15:29,OS Installation for DOT Client,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Request,Phone,Closed,12/14/20 15:38,12/2/20 3:29,0,1,Jared Smith,Help Desk Team,6,0,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
245,111533,10/9/20 15:34,Customized SQL script in report - Internet Details,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/14/20 10:35,10/10/20 3:34,0,1,Jared Smith,SAP Support Team,5,3,NON-PROD,PRODUCTION,Close Ticket,No SLA for Request,YES,
246,111567,12/1/20 11:55,Slow performance and defective dell battery,Rex Farris,rfarris@yahoo.com,Normal,Internal Technical Department,Request,Phone,Closed,12/4/20 17:32,12/1/20 23:55,0,1,Jared Smith,Help Desk Team,5,0,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
247,111563,11/25/20 6:59,VPN password reset,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/20 14:43,11/25/20 18:59,0,1,Jared Smith,Help Desk Team,4,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
248,111547,11/9/20 14:20,New VPN account,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/20 14:40,11/10/20 2:20,0,1,Jared Smith,Help Desk Team,4,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
249,111545,11/5/20 16:09,VPN password reset,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/20 14:39,11/6/20 4:09,0,1,Jared Smith,Help Desk Team,3,0,PROD,DEVELOPMENT,New Ticket,No SLA for Request,YES,
251,111542,10/26/20 12:29,communication error with SQL client(HRIS system),Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,12/3/20 17:25,10/27/20 17:00,0,1,Jared Smith,Network Team,5,0,PROD,TEST,New Ticket,02/11/2020 00:00,NO,
252,111429,6/1/20 19:39,Journal Import Error,Kimberly Jones,kjones@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/3/20 7:54,6/2/20 7:39,0,1,Jared Smith,JDE Support Team,20,0,NON-PROD,TEST,Close Ticket,No SLA for Request,YES,
253,111569,12/2/20 18:51,100% usage Disk (Windows 10),Belle Garner,belle.garner@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,12/2/20 18:51,12/3/20 6:51,1,1,Raya Musk,Network Team,3,3,NON-PROD,TEST,New Ticket,09/12/2020 00:00,NO,
254,111174,4/10/19 14:47,JDE Prod - Web Components Status (10 Apr 2019),Cheena Carols,cheena.carols@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,12/1/20 17:15,4/15/19 14:47,1,1,Raya Musk,JDE Support Team,61,0,PROD,PRODUCTION,New Ticket,17/04/2019 00:00,NO,
255,111566,12/1/20 11:51,Slow performance and defective dell battery,Rex Farris,rfarris@yahoo.com,Normal,Internal Technical Department,Request,Phone,Open,12/1/20 11:51,12/1/20 23:51,1,1,Raya Musk,Help Desk Team,5,0,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
256,111559,11/19/20 9:35,JDE Downtime (Post Issue Ticket),Vic Vincent,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/24/20 17:39,11/19/20 13:35,0,1,Jared Smith,JDE Support Team,7,2,PROD,PRODUCTION,Open ,26/11/2020 00:00,NO,
257,111480,8/10/20 10:17,OPENVPN Account,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/23/20 9:20,8/10/20 22:17,0,1,Jared Smith,AWS Team,6,1,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
259,111548,11/9/20 15:04,Request Status 'No Manager',Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/16/20 14:57,11/10/20 3:04,0,1,Jared Smith,JDE Support Team,8,1,NON-PROD,TEST,Close Ticket,16/11/2020 00:00,NO,
260,111541,10/26/20 11:43,Laptop running slow,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,11/10/20 22:20,10/27/20 17:00,0,1,Jared Smith,Network Team,4,0,PROD,PRODUCTION,New Ticket,02/11/2020 00:00,NO,
261,111555,11/10/20 22:14,test,Cheena Carols,cheena.carols@mailinator.com,Normal,Internal Technical Department,Request,Web,Open,11/10/20 22:14,11/11/20 10:14,1,0,Raya Musk,Help Desk Team,1,0,PROD,TEST,New Ticket,No SLA for Request,YES,
262,111482,8/12/20 22:10,Tasks and Targets Editing (SPMS),Jane Wilberts,jwilberts@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/10/20 9:47,8/13/20 10:10,0,1,Jared Smith,JDE Support Team,47,4,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
265,111544,10/28/20 9:34,laptop memory upgrade,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,11/3/20 17:31,10/29/20 17:00,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,04/11/2020 00:00,NO,
266,111468,7/9/20 15:52,Defective hardisk,Paul Smith,paul.smith@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/30/20 17:04,7/10/20 3:52,0,1,Jared Smith,Help Desk Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,16/07/2020 00:00,NO,
267,111538,10/20/20 14:34,Microsoft Office Installation and Firmware update,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,10/23/20 20:48,10/21/20 17:00,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,27/10/2020 00:00,NO,
268,111536,10/19/20 13:56,Google Drive not working ,Atom Short,atom.short@gmail.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,10/23/20 20:47,10/20/20 17:00,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,26/10/2020 00:00,NO,
269,111516,10/5/20 9:36,Desktop Service,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/23/20 20:46,10/6/20 17:00,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,12/10/2020 00:00,NO,
270,111509,9/28/20 13:36,Old System unit parts and unused laptops (beacon a,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Request,Phone,Closed,10/23/20 20:44,9/29/20 17:00,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
278,111507,9/24/20 10:11,No Success when Generating Reports,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/20 17:15,9/24/20 22:11,0,1,Jared Smith,SAP Support Team,16,3,PROD,PRODUCTION,New Ticket,01/10/2020 00:00,NO,
279,111484,8/14/20 10:00,Unique Value for Transaction Flexfield Issue,Kenex Willows,kwillows@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/14/20 17:13,8/14/20 22:00,0,1,Jared Smith,JDE Support Team,12,0,PROD,TEST,New Ticket,No SLA for Request,YES,
280,111527,10/6/20 11:31,Sophos Firewall Support,Charles Thomas,charles.thomas@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/9/20 18:17,10/7/20 17:00,0,1,Jared Smith,Network Team,6,1,NON-PROD,TEST,New Ticket,13/10/2020 00:00,NO,
281,111510,9/28/20 14:26,HR Technical Analyzer Output,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/7/20 15:58,9/29/20 2:26,0,1,Jared Smith,JDE Support Team,8,5,NON-PROD,TEST,Close Ticket,No SLA for Request,YES,
282,111514,9/30/20 12:18,Dell SoppotAssist has detected a failing component,Paul Rivers,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/20 12:18,10/1/20 17:00,1,1,Raya Musk,Network Team,2,0,PROD,TEST,New Ticket,07/10/2020 00:00,NO,
283,111513,9/30/20 12:16,Dell SoppotAssist has detected a failing component,Paul Rivers,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/20 12:16,10/1/20 17:00,1,1,Raya Musk,Network Team,2,0,NON-PROD,TEST,New Ticket,07/10/2020 00:00,NO,
284,111512,9/30/20 11:38,Dell SoppotAssist has detected a failing component,Paul Rivers,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/20 11:38,10/1/20 17:00,1,1,Raya Musk,Network Team,2,0,NON-PROD,TEST,New Ticket,07/10/2020 00:00,NO,
285,111504,9/14/20 13:14,HP Printer not working ,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,9/25/20 9:37,9/15/20 17:00,0,1,Jared Smith,Network Team,5,0,NON-PROD,TEST,New Ticket,21/09/2020 00:00,NO,
286,111475,7/21/20 16:48,Leave Management - Leave Balance Issue,Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/21/20 17:38,7/22/20 4:48,0,1,Jared Smith,JDE Support Team,12,3,NON-PROD,TEST,Close Ticket,No SLA for Request,YES,
287,111499,9/2/20 14:13,Open UDP ports 161 and 162,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/21/20 17:03,9/3/20 2:13,0,1,Jared Smith,Salesforce Team,4,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
288,111473,7/20/20 16:19,Approval - Personal Information (Basic Details),Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/16/20 17:51,7/21/20 4:19,0,1,Jared Smith,JDE Support Team,49,5,NON-PROD,DEVELOPMENT,Close Ticket,27/07/2020 00:00,NO,
289,111497,8/27/20 7:29,New VPN Account,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/11/20 17:18,8/27/20 19:29,0,1,Jared Smith,Salesforce Team,4,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
290,111500,9/4/20 9:18,Error in log-in,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/20 14:40,9/4/20 21:18,0,1,Jared Smith,SAP Support Team,5,1,PROD,PRODUCTION,New Ticket,11/09/2020 00:00,NO,
291,111494,8/23/20 12:03,Secure Connection Failed page - TEST Instance,Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/9/20 17:51,8/24/20 0:03,0,1,Jared Smith,JDE Support Team,7,1,NON-PROD,TEST,Close Ticket,28/08/2020 00:00,NO,
292,111496,8/25/20 11:01,Open Ports fro FTP data connection,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/4/20 17:25,8/25/20 23:01,0,1,Jared Smith,Salesforce Team,6,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
293,111492,8/20/20 12:39,VPN accounts creation,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/4/20 17:25,8/21/20 0:39,0,1,Jared Smith,Salesforce Team,5,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
294,111490,8/19/20 12:14,Request additional storage,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/26/20 17:14,8/20/20 0:14,0,1,Jared Smith,Salesforce Team,5,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
295,111489,8/18/20 8:26,Open IP ports,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/24/20 18:06,8/18/20 20:26,0,1,Jared Smith,Salesforce Team,5,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
296,111488,8/17/20 7:44,VPN accounts creation,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/24/20 18:05,8/17/20 19:44,0,1,Jared Smith,Salesforce Team,4,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
297,111486,8/14/20 18:27,VPN accounts creation,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/20/20 16:38,8/15/20 6:27,0,1,Jared Smith,Salesforce Team,4,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
298,111485,8/14/20 12:35,VPN accounts,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/20/20 16:37,8/15/20 0:35,0,1,Jared Smith,Help Desk Team,5,0,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
299,111432,6/3/20 14:14,Request to restart again the SAP Dev Server,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/5/20 17:05,6/4/20 2:14,0,1,Jared Smith,SAP Support Team,5,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA for Request,YES,
301,111425,5/27/20 14:15,"Disable ""Sickness"" and ""Other""",Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/3/20 12:12,5/28/20 2:15,0,1,Jared Smith,JDE Support Team,10,3,NON-PROD,TEST,Close Ticket,03/06/2020 00:00,NO,
303,111399,3/6/20 12:34,Personalization of iProcurement icons/button,Reah Junes,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/30/20 17:06,3/7/20 0:34,0,1,Jared Smith,JDE Support Team,20,1,PROD,PRODUCTION,New Ticket,No SLA for Request,YES,
306,111470,7/14/20 18:38,Error Page,Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/21/20 17:45,7/15/20 6:38,0,1,Jared Smith,JDE Support Team,12,3,PROD,PRODUCTION,Close Ticket,21/07/2020 00:00,NO,
308,111471,7/16/20 18:22,Slow performance laptop,Rue Whitaker,rue.whitaker@yahoo.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,7/16/20 18:34,7/17/20 17:00,1,1,Raya Musk,Help Desk Team,4,0,NON-PROD,TEST,New Ticket,23/07/2020 00:00,NO,
309,111455,7/2/20 8:41,Error in Grade Roster,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/15/20 17:30,7/2/20 20:41,0,1,Jared Smith,SAP Support Team,10,3,PROD,PRODUCTION,New Ticket,09/07/2020 00:00,NO,
310,111452,7/1/20 16:39,Replace actual emails in JDE test isntance,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/15/20 17:28,7/2/20 4:39,0,1,Jared Smith,JDE Support Team,24,4,NON-PROD,TEST,Close Ticket,No SLA for Request,YES,
311,111458,7/7/20 14:33,Iphone support,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Request,Phone,Closed,7/13/20 12:14,7/8/20 17:00,0,1,Jared Smith,Help Desk Team,4,0,"NON-PROD,NON-PROD","DEVELOPMENT,DEVELOPMENT",New Ticket,No SLA for Request,YES,
313,111466,7/9/20 12:40,test using list,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/20 12:40,7/10/20 0:40,1,0,Raya Musk,Help Desk Team,1,0,NON-PROD,"DEVELOPMENT,DEVELOPMENT",New Ticket,16/07/2020 00:00,NO,
314,111463,7/9/20 12:18,assdasd testing,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/20 12:18,7/10/20 0:18,1,0,Raya Musk,Help Desk Team,1,0,"PROD,PROD","DEVELOPMENT,DEVELOPMENT",New Ticket,16/07/2020 00:00,NO,
315,111462,7/9/20 12:12,testing not working,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/20 12:12,7/10/20 0:12,1,0,Raya Musk,Help Desk Team,1,0,"NON-PROD,NON-PROD","DEVELOPMENT,DEVELOPMENT",New Ticket,16/07/2020 00:00,NO,
316,111461,7/9/20 12:09,testing ticketing not appearing,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/20 12:09,7/10/20 0:09,1,0,Raya Musk,Help Desk Team,1,0,"PROD,PROD","DEVELOPMENT,DEVELOPMENT",New Ticket,16/07/2020 00:00,NO,
317,111460,7/9/20 12:06,cannot see category in ticketing,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/20 12:06,7/10/20 0:06,1,0,Raya Musk,Help Desk Team,1,0,"PROD,PROD","DEVELOPMENT,DEVELOPMENT",New Ticket,16/07/2020 00:00,NO,
342,111413,4/17/20 18:29,test,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,4/17/20 18:29,4/18/20 6:29,1,0,Jose Satary,Help Desk Team,1,0,PROD,"PRODUCTION,PRODUCTION",New Ticket,24/04/2020 00:00,NO,
508,111395,3/2/20 16:06,Separate Remittance Advices Setup,Erick White,ewhite@yahoo.com,Low,SAP JDE Support Department,Request,Web,Open,3/31/21 11:19,9/1/22 4:06,0,0,Jose Satary,JDE Support Team,112,21,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
509,111119,2/4/19 10:56,Error adding new tables on Audit Trail,Kimberly Jones,kjones@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Open,3/29/21 14:08,8/4/21 22:56,0,0,Jose Satary,JDE Support Team,76,14,NON-PROD,PRODUCTION,New Ticket,18/02/2019 00:00,NO,
510,111543,10/27/20 8:23,Set Timeout in Oracle Workflow,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,3/24/21 13:25,4/27/23 20:23,0,0,Jose Satary,JDE Support Team,16,1,NON-PROD,TEST,Open ,No SLA for Request,YES,
511,111531,10/9/20 11:57,Vacation Leave Rule,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,3/18/21 14:04,4/9/23 23:57,0,0,Jose Satary,JDE Support Team,21,2,NON-PROD,TEST,Open ,No SLA for Request,YES,
512,111481,8/11/20 9:53,Exclude Public Holidays from Absence Duration ,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,3/5/21 16:53,8/12/20 9:53,0,1,Jared Smith,JDE Support Team,22,5,NON-PROD,TEST,Close Ticket,No SLA for Request,YES,
513,111515,9/30/20 22:44,Submission of Leave ,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,2/19/21 16:50,10/1/20 22:44,0,1,Jared Smith,JDE Support Team,23,2,NON-PROD,TEST,Close Ticket,No SLA for Request,YES,
514,111400,3/11/20 18:17,Assistance for iProcurement Page Personalization,Riza Richardson,rrichardson@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,2/16/21 14:18,3/12/20 18:17,0,1,Jared Smith,JDE Support Team,57,8,NON-PROD,PRODUCTION,Close Ticket,No SLA for Request,YES,
515,111578,12/10/20 10:42,Clear Cache Browser Concern,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,2/10/21 17:28,12/11/20 10:42,0,1,Jared Smith,SAP Support Team,12,1,PROD,PRODUCTION,Close Ticket,No SLA for Request,YES,
